Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Tyrese Maxey,25,PHI,PG,45,45,1761,22.9,.599,.400,.273,0.9,11.1,5.9,30.1,2.5,2.1,9.1,29.2,4.7,1.9,6.6,.180,5.6,0.7,6.3,3.6,,maxeyty01
2,Amen Thompson,23,HOU,PG,46,46,1718,18.2,.570,.131,.340,8.4,14.3,11.4,20.7,1.9,1.5,13.4,20.5,3.4,2.2,5.5,.155,1.3,0.9,2.2,1.8,,thompam01
3,Scottie Barnes,24,TOR,PF,49,49,1690,19.4,.576,.208,.271,7.0,20.2,13.5,24.7,1.8,4.3,13.7,24.2,2.1,2.7,4.8,.136,1.8,2.0,3.8,2.4,,barnesc01
4,Mikal Bridges,29,NYK,SF,48,48,1661,16.8,.602,.442,.089,3.4,10.3,6.8,17.2,2.2,2.4,7.5,17.3,3.6,1.9,5.5,.158,2.3,1.4,3.7,2.4,,bridgmi01
5,DeMar DeRozan,36,SAC,PF,50,50,1654,17.7,.598,.159,.404,1.6,9.4,5.5,18.3,1.8,0.6,6.7,22.0,3.6,0.5,4.0,.116,0.7,-0.5,0.2,0.9,,derozde01
6,Toumani Camara,25,POR,PF,49,49,1654,10.4,.566,.667,.169,5.3,11.4,8.3,11.1,1.4,1.2,14.7,16.1,0.9,1.2,2.1,.061,-1.4,-0.4,-1.9,0.1,,camarto01
7,Trey Murphy III,25,NOP,SF,46,46,1645,18.4,.610,.515,.248,3.1,14.9,8.9,15.6,2.1,0.8,9.5,22.7,3.2,1.0,4.2,.121,2.8,-0.8,2.0,1.6,,murphtr02
8,Dyson Daniels,22,ATL,SG,48,48,1638,14.3,.520,.141,.167,7.0,14.1,10.5,24.8,2.6,1.2,15.3,16.3,1.2,1.9,3.1,.092,-1.4,1.3,-0.1,0.8,,daniedy01
9,Brandon Ingram,28,TOR,SF,48,48,1636,16.5,.569,.287,.268,2.8,16.7,9.6,17.1,1.2,2.2,11.8,27.3,0.7,1.9,2.7,.078,1.0,-0.5,0.5,1.0,,ingrabr01
10,Julius Randle,31,MIN,PF,49,49,1629,20.2,.598,.299,.407,5.4,17.0,11.3,24.6,1.7,0.6,12.2,26.8,3.7,2.1,5.8,.171,2.5,0.4,2.8,2.0,,randlju01
11,Kevin Durant,37,HOU,SF,44,44,1618,21.0,.635,.320,.341,1.5,14.8,8.1,19.5,0.9,2.3,12.8,27.1,4.5,1.8,6.3,.186,4.4,0.1,4.4,2.6,,duranke01
12,Keyonte George,22,UTA,PG,47,47,1615,18.6,.614,.409,.435,1.5,11.2,6.3,29.8,1.5,0.8,14.5,27.8,3.0,-0.1,2.9,.085,3.0,-2.4,0.6,1.1,,georgke01
13,Desmond Bane,27,ORL,SG,47,47,1605,15.3,.573,.336,.236,4.2,10.0,7.1,19.5,1.2,1.3,11.3,23.4,1.9,1.2,3.1,.093,0.6,-0.9,-0.3,0.7,,banede01
14,Jalen Johnson,24,ATL,SF,45,45,1599,20.9,.593,.274,.324,4.6,27.6,16.0,33.9,1.6,1.3,15.3,26.9,2.4,2.1,4.6,.137,2.9,1.1,4.0,2.4,,johnsja05
15,Nickeil Alexander-Walker,27,ATL,SG,48,41,1582,15.2,.586,.525,.248,1.8,9.8,5.8,15.1,1.6,1.7,10.7,24.7,1.1,1.3,2.4,.072,0.7,-1.1,-0.5,0.6,,alexani01
16,Jabari Smith Jr.,22,HOU,PF,45,45,1572,12.8,.544,.500,.207,4.9,17.0,10.9,7.4,1.2,2.4,9.0,18.0,1.7,2.0,3.6,.110,-1.0,0.0,-1.0,0.4,,smithja05
17,Shai Gilgeous-Alexander,27,OKC,PG,47,47,1571,31.6,.673,.235,.470,1.7,12.2,7.2,32.6,1.8,2.3,7.9,33.5,8.2,2.8,11.1,.338,9.2,2.6,11.8,5.4,,gilgesh01
18,Derrick White,31,BOS,SG,46,46,1568,16.4,.523,.576,.181,3.3,11.4,7.4,22.1,1.9,4.3,10.3,23.2,1.8,1.9,3.7,.114,2.1,0.5,2.6,1.8,,whitede01
19,Pascal Siakam,31,IND,PF,46,46,1564,18.8,.560,.267,.329,4.9,17.3,10.9,21.0,1.5,1.2,9.2,28.9,1.3,1.4,2.7,.084,2.3,-0.7,1.7,1.4,,siakapa01
20,Jamal Murray,28,DEN,PG,44,44,1561,22.8,.623,.393,.256,1.5,11.8,6.9,33.1,1.4,0.9,10.2,28.6,4.7,1.0,5.7,.175,5.9,-1.5,4.3,2.5,,murraja01
21,Donovan Mitchell,29,CLE,SG,46,46,1560,23.0,.618,.470,.291,2.7,12.6,7.6,28.3,2.0,0.6,11.7,32.6,3.8,1.6,5.4,.165,5.7,-0.3,5.4,2.9,,mitchdo01
22,Miles Bridges,27,CHO,PF,48,48,1559,16.3,.567,.448,.249,3.5,17.6,10.7,16.8,0.7,1.5,8.1,23.1,2.7,1.2,3.9,.120,1.6,-0.7,0.9,1.1,,bridgmi02
23,James Harden,36,LAC,PG,44,44,1559,21.9,.598,.505,.485,2.1,13.5,8.0,37.7,1.8,1.0,14.8,31.3,3.7,1.1,4.9,.150,4.8,-1.1,3.7,2.2,,hardeja01
24,Donte DiVincenzo,29,MIN,SG,49,49,1558,13.6,.573,.756,.141,3.7,12.1,7.9,17.7,2.1,1.4,11.4,17.3,1.9,2.1,4.0,.122,0.6,1.0,1.6,1.4,,divindo01
25,Payton Pritchard,28,BOS,PG,47,47,1538,17.5,.575,.520,.138,3.2,11.4,7.3,23.2,1.2,0.3,7.0,20.9,4.0,1.2,5.1,.160,2.7,-0.7,2.0,1.5,,pritcpa01
26,Kon Knueppel,20,CHO,SF,48,47,1531,17.3,.644,.580,.201,4.3,14.6,9.6,17.4,1.1,0.6,12.7,22.2,3.4,1.1,4.5,.140,3.2,-0.7,2.4,1.7,,knuepko01
27,VJ Edgecombe,20,PHI,SG,43,43,1531,13.0,.534,.433,.185,5.1,11.7,8.3,16.8,2.1,1.3,11.5,19.0,1.0,1.5,2.5,.078,-1.0,0.1,-0.8,0.5,,edgecvj01
28,Immanuel Quickley,26,TOR,PG,47,47,1527,16.2,.570,.521,.243,1.9,13.6,7.7,27.1,1.8,0.3,10.2,21.5,2.3,1.7,4.0,.127,1.6,0.3,1.9,1.5,,quickim01
29,Deni Avdija,25,POR,SF,44,44,1523,20.8,.610,.382,.570,3.4,19.2,11.2,31.5,1.1,1.6,15.8,29.1,3.4,1.5,4.9,.153,4.2,0.3,4.5,2.5,,avdijde01
30,Jaylen Brown,29,BOS,SF,44,44,1514,22.6,.574,.266,.324,4.0,17.8,10.9,24.6,1.5,1.2,12.3,36.6,2.3,1.7,4.1,.129,3.7,-0.8,2.9,1.9,,brownja02
31,Jaden McDaniels,25,MIN,PF,47,47,1506,14.0,.614,.310,.230,3.9,11.1,7.6,12.6,1.5,2.7,12.8,18.1,1.9,1.9,3.7,.119,-0.7,0.7,0.0,0.8,,mcdanja02
32,Onyeka Okongwu,25,ATL,C,47,36,1503,15.9,.590,.433,.217,6.4,20.5,13.4,14.8,1.8,2.7,12.6,20.6,1.4,1.9,3.3,.104,-0.4,0.3,-0.1,0.7,,okongon01
33,Cooper Flagg,19,DAL,SF,44,44,1493,16.7,.559,.227,.280,3.7,16.1,10.1,18.7,1.7,1.9,11.2,24.3,0.9,2.0,2.9,.093,0.1,0.8,0.9,1.1,,flaggco01
34,Rudy Gobert,33,MIN,C,47,47,1477,17.5,.680,.003,.635,13.4,25.5,19.5,7.5,1.1,4.6,14.2,12.4,3.1,2.5,5.7,.184,-0.1,1.1,1.0,1.1,,goberru01
35,Jalen Brunson,29,NYK,PG,43,43,1477,21.1,.594,.375,.282,1.5,8.5,5.0,28.7,0.9,0.3,8.9,31.2,4.3,0.9,5.2,.169,4.7,-1.6,3.1,1.9,,brunsja01
36,Anthony Black,22,ORL,PG,47,27,1466,14.5,.568,.383,.310,2.6,12.2,7.3,19.6,2.1,2.0,13.9,22.1,0.8,1.6,2.4,.077,-0.5,0.4,-0.1,0.7,,blackan01
37,Nikola Vučević,35,CHI,C,47,47,1458,18.5,.587,.332,.111,7.3,23.9,15.8,18.5,1.0,1.8,9.1,21.7,2.4,1.4,3.7,.123,2.0,-0.1,1.8,1.4,,vucevni01
38,Ryan Rollins,23,MIL,PG,46,41,1456,16.1,.567,.425,.151,3.1,12.9,8.0,26.2,2.4,1.3,13.2,23.2,1.2,1.4,2.6,.085,0.4,0.0,0.4,0.9,,rolliry01
39,Cade Cunningham,24,DET,PG,41,41,1449,21.6,.564,.301,.358,3.1,14.3,8.8,43.1,2.0,2.3,14.3,30.6,3.0,2.3,5.2,.174,4.5,1.2,5.6,2.8,,cunnica01
40,Royce O'Neale,32,PHO,SF,49,44,1437,11.4,.594,.813,.063,2.4,16.1,9.2,13.6,2.0,1.0,15.1,14.6,1.1,1.9,2.9,.098,-0.4,1.1,0.8,1.0,,onealro01
41,Russell Westbrook,37,SAC,SF,48,42,1423,15.4,.535,.444,.219,5.4,17.3,11.3,34.3,2.3,0.5,19.2,25.7,-0.4,0.9,0.5,.017,0.7,-0.7,-0.1,0.7,,westbru01
42,Karl-Anthony Towns,30,NYK,C,45,45,1421,20.6,.594,.328,.443,10.4,31.0,20.4,13.5,1.3,2.1,13.1,25.8,2.9,2.2,5.1,.173,2.0,0.0,1.9,1.4,,townska01
43,Luka Dončić,26,LAL,PG,39,39,1410,28.1,.617,.462,.505,2.7,22.0,12.6,42.5,2.1,1.3,13.5,37.9,4.5,1.5,6.0,.203,7.7,0.7,8.4,3.7,,doncilu01
44,Andrew Wiggins,30,MIA,SF,45,45,1409,14.4,.568,.367,.174,5.9,10.5,8.2,12.9,1.7,2.7,11.3,20.0,1.0,1.6,2.6,.089,0.0,0.4,0.4,0.9,,wiggian01
45,Evan Mobley,24,CLE,PF,42,40,1402,18.6,.576,.278,.338,7.4,21.2,14.2,17.6,1.3,5.4,11.9,21.9,1.9,2.0,3.9,.132,1.2,1.4,2.6,1.6,,mobleev01
46,Devin Booker,29,PHO,SG,41,41,1394,19.7,.580,.297,.438,2.7,10.6,6.6,29.7,1.3,0.8,13.1,31.2,2.8,1.3,4.0,.139,2.7,-0.9,1.8,1.3,,bookede01
47,Peyton Watson,23,DEN,SF,46,36,1393,14.6,.602,.338,.324,3.6,14.3,9.2,9.0,1.6,3.5,12.2,20.2,1.0,1.3,2.4,.081,-0.5,-0.5,-1.0,0.3,,watsope01
48,Naji Marshall,28,DAL,SF,47,24,1375,16.3,.633,.287,.392,3.3,14.0,8.8,14.7,1.7,0.3,10.8,18.7,2.4,1.6,4.0,.139,0.0,0.9,0.9,1.0,,marshna01
49,Anthony Edwards,24,MIN,SG,39,39,1373,22.5,.623,.412,.341,1.9,14.1,8.1,17.8,1.8,2.0,10.4,31.4,2.9,1.8,4.7,.164,5.2,0.2,5.4,2.5,,edwaran01
50,Shaedon Sharpe,22,POR,SG,45,39,1362,16.1,.552,.347,.234,3.7,12.8,8.2,15.5,2.4,0.4,13.4,30.6,-0.1,1.3,1.3,.044,0.1,-0.9,-0.8,0.4,,sharpsh01
51,Wendell Carter Jr.,26,ORL,C,45,45,1358,14.5,.620,.404,.347,8.1,19.2,13.6,10.1,1.1,2.2,11.1,15.6,2.3,1.4,3.7,.132,-0.4,0.3,-0.1,0.6,,cartewe01
52,CJ McCollum,34,2TM,PG,45,36,1356,15.4,.566,.447,.192,2.4,10.0,6.2,18.8,1.1,1.0,9.2,25.1,1.2,0.2,1.4,.050,1.0,-2.4,-1.3,0.2,,mccolcj01
53,CJ McCollum,34,WAS,SG,35,35,1082,15.3,.573,.461,.193,2.2,9.9,6.0,18.3,1.1,0.7,9.2,24.3,1.2,0.0,1.2,.053,1.1,-2.7,-1.6,0.1,,mccolcj01
54,CJ McCollum,34,ATL,PG,10,1,274,15.5,.540,.396,.188,3.1,10.4,6.7,20.5,1.4,2.0,9.3,28.1,0.0,0.2,0.2,.036,0.7,-1.2,-0.5,0.1,,mccolcj01
55,Collin Gillespie,26,PHO,PG,48,29,1352,16.8,.604,.652,.124,3.8,12.5,8.1,23.9,2.4,0.8,13.4,19.3,2.5,1.7,4.2,.150,2.8,1.0,3.8,2.0,,gilleco01
56,Jaren Jackson Jr.,26,MEM,C,44,44,1352,15.0,.571,.328,.270,3.2,16.6,9.9,9.9,1.6,4.7,11.9,25.3,0.1,1.9,1.9,.069,-1.5,0.8,-0.7,0.5,,jacksja02
57,Matas Buzelis,21,CHI,PF,48,48,1346,15.1,.595,.470,.257,4.5,15.8,10.2,10.2,1.2,4.2,11.7,21.4,0.9,1.2,2.2,.077,-0.6,-0.3,-0.9,0.4,,buzelma01
58,Bub Carrington,20,WAS,PG,47,18,1341,9.2,.547,.606,.153,1.7,12.2,6.9,22.1,1.1,0.7,20.8,17.0,-0.4,0.2,-0.2,-0.008,-2.6,-2.0,-4.6,-0.9,,carrica01
59,Brandin Podziemski,22,GSW,SG,50,18,1340,14.2,.579,.471,.269,2.8,16.4,9.5,19.4,2.1,0.6,12.4,18.8,1.4,1.7,3.1,.111,-0.4,0.7,0.3,0.8,,podzibr01
60,Julian Champagnie,24,SAS,SF,47,33,1340,12.9,.600,.769,.224,3.7,19.0,11.5,6.8,1.4,1.2,9.4,15.7,1.4,1.9,3.3,.120,0.3,0.6,0.9,1.0,,champju02
61,Nic Claxton,26,BRK,C,45,44,1336,18.5,.600,.031,.422,9.6,20.2,14.6,22.4,1.3,4.3,12.5,17.3,2.7,1.2,3.9,.141,0.7,1.2,1.9,1.3,,claxtni01
62,Dillon Brooks,30,PHO,SF,43,43,1330,15.1,.561,.404,.226,2.4,10.6,6.4,9.6,1.7,0.6,9.0,28.1,1.0,1.4,2.3,.084,-0.3,-0.9,-1.3,0.3,,brookdi01
63,Alperen Şengün,23,HOU,C,39,39,1329,21.7,.560,.126,.363,9.7,19.7,14.7,28.9,2.1,2.7,14.8,27.1,2.4,2.1,4.5,.164,3.1,1.7,4.8,2.2,,sengual01
64,Harrison Barnes,33,SAS,PF,47,47,1319,11.0,.581,.602,.202,3.0,8.0,5.5,10.2,1.2,0.5,9.2,15.0,1.4,1.3,2.7,.097,-0.8,0.0,-0.8,0.4,,barneha02
65,Norman Powell,32,MIA,SG,43,43,1319,18.1,.612,.444,.347,1.2,11.1,6.1,13.0,1.7,0.7,9.5,27.4,2.0,1.4,3.4,.122,2.2,-0.1,2.1,1.4,,powelno01
66,Quentin Grimes,25,PHI,SG,43,7,1312,13.0,.588,.570,.336,2.2,11.8,6.9,17.2,1.6,1.3,14.9,18.4,1.2,1.1,2.3,.085,-0.7,-0.3,-0.9,0.3,,grimequ01
67,Tim Hardaway Jr.,33,DEN,SG,48,5,1307,14.4,.629,.696,.215,0.9,9.1,5.2,7.3,0.9,0.5,3.9,18.9,2.5,0.5,2.9,.108,1.8,-2.2,-0.4,0.5,,hardati02
68,Max Christie,22,DAL,SG,44,35,1296,12.7,.639,.611,.212,0.8,11.3,6.2,10.3,0.8,1.0,9.9,16.3,1.6,1.1,2.8,.102,0.2,0.0,0.3,0.7,,chrisma02
69,Saddiq Bey,26,NOP,SF,43,35,1296,17.2,.569,.418,.313,6.2,15.2,10.6,11.4,1.6,0.1,4.4,20.3,2.7,0.5,3.2,.119,2.4,-1.7,0.7,0.9,,beysa01
70,Duncan Robinson,31,DET,SF,45,45,1290,11.1,.602,.787,.153,1.5,8.7,5.1,8.6,1.1,1.2,6.7,15.2,1.8,1.4,3.2,.119,-0.1,-0.2,-0.3,0.6,,robindu01
71,Jeremiah Fears,19,NOP,PG,50,44,1289,12.6,.515,.270,.230,3.1,12.5,7.7,17.5,2.3,1.0,14.7,24.6,-0.9,0.7,-0.2,-0.006,-2.3,-1.4,-3.8,-0.6,,fearsje01
72,Naz Reid,26,MIN,C,49,2,1288,16.9,.598,.552,.137,4.8,21.4,13.2,13.7,1.7,3.0,12.0,22.1,1.4,2.1,3.5,.129,1.2,1.1,2.3,1.4,,reidna01
73,Jake LaRavia,24,LAL,PF,47,26,1286,12.5,.572,.484,.273,6.5,11.4,9.0,9.9,2.5,1.6,12.0,14.6,1.2,1.1,2.3,.087,-1.1,0.1,-1.0,0.3,,laravja01
74,Kris Dunn,31,LAC,PG,47,41,1280,11.4,.591,.478,.165,3.6,8.7,6.2,16.1,2.8,0.6,16.1,12.9,1.1,1.0,2.1,.080,-2.2,1.0,-1.2,0.3,,dunnkr01
75,Bam Adebayo,28,MIA,C,41,41,1280,17.3,.550,.321,.299,6.9,25.4,16.1,13.0,1.4,2.1,9.9,23.6,1.0,2.0,3.0,.111,1.0,0.5,1.5,1.1,,adebaba01
76,Jaime Jaquez Jr.,24,MIA,SF,44,1,1274,15.6,.576,.149,.267,4.7,14.3,9.5,23.7,1.3,0.6,14.3,21.7,1.2,1.3,2.5,.095,-0.2,0.3,0.1,0.7,,jaqueja01
77,Derik Queen,21,NOP,C,49,37,1273,16.5,.549,.090,.338,7.1,24.1,15.4,24.3,1.9,3.4,18.4,22.0,0.4,1.3,1.7,.064,-1.1,0.7,-0.4,0.5,,queende01
78,Paolo Banchero,23,ORL,PF,37,37,1272,18.1,.564,.236,.506,3.7,24.9,14.1,22.1,1.0,1.7,12.7,27.1,1.2,1.4,2.6,.099,1.6,0.2,1.7,1.2,,banchpa01
79,Myles Turner,29,MIL,C,44,44,1265,14.7,.588,.589,.288,4.9,16.7,10.9,8.0,1.1,5.6,8.7,18.6,1.2,1.3,2.5,.096,-0.2,-0.1,-0.4,0.5,,turnemy01
80,Ivica Zubac,28,LAC,C,41,40,1262,19.1,.630,.000,.285,13.8,27.0,20.6,12.0,0.6,2.6,14.4,19.5,2.5,1.2,3.7,.141,0.9,-1.0,-0.2,0.6,,zubaciv01
81,Chet Holmgren,23,OKC,PF,43,43,1260,21.8,.660,.304,.332,7.1,24.1,16.0,8.3,0.9,6.9,10.9,22.4,2.8,2.9,5.7,.217,2.4,1.6,4.0,1.9,,holmgch01
82,Michael Porter Jr.,27,BRK,SF,38,38,1258,21.7,.618,.508,.225,4.4,22.0,12.7,19.1,1.6,0.7,10.7,30.6,2.0,1.0,3.0,.115,5.5,-0.9,4.6,2.1,,portemi01
83,Jaylon Tyson,23,CLE,SG,45,30,1256,15.9,.631,.434,.158,7.9,13.7,10.7,11.9,1.6,1.5,11.9,18.5,2.2,1.2,3.4,.130,1.2,-0.3,1.0,0.9,,tysonja01
84,Lauri Markkanen,28,UTA,PF,35,35,1250,21.0,.613,.405,.348,5.9,15.8,10.7,10.1,1.4,1.5,6.6,27.8,2.9,0.1,3.0,.114,4.4,-2.3,2.1,1.3,,markkla01
85,A.J. Green,26,MIL,SG,42,42,1248,9.4,.644,.897,.097,0.6,8.9,4.8,9.3,0.9,0.3,10.0,13.1,1.2,0.5,1.6,.063,-1.6,-1.4,-2.9,-0.3,,greenaj01
86,OG Anunoby,28,NYK,PF,38,38,1244,15.2,.597,.454,.294,4.5,13.7,9.0,9.9,2.6,2.2,13.9,20.2,1.2,1.7,2.8,.110,0.0,0.9,0.9,0.9,,anunoog01
87,De'Aaron Fox,28,SAS,PG,38,38,1239,18.0,.587,.388,.267,2.2,11.3,6.8,28.6,1.8,0.8,12.9,25.6,1.9,1.6,3.4,.133,2.0,0.5,2.5,1.4,,foxde01
88,Jaylen Wells,22,MEM,SG,46,46,1238,9.9,.524,.514,.256,3.8,10.0,6.9,8.9,1.5,0.3,9.4,18.9,0.1,1.0,1.1,.043,-3.1,-0.7,-3.7,-0.6,,wellsja01
89,Noah Clowney,21,BRK,PF,43,37,1237,11.3,.548,.637,.366,3.8,13.8,8.6,10.1,1.3,2.6,12.9,20.9,0.0,0.8,0.8,.031,-2.2,-1.1,-3.2,-0.4,,clownno01
90,Donovan Clingan,21,POR,C,45,45,1231,19.2,.598,.360,.296,17.8,26.1,21.9,10.2,0.8,4.2,10.4,15.5,2.9,1.6,4.5,.175,1.8,-0.3,1.6,1.1,,clingdo01
91,Stephen Curry,37,GSW,PG,39,39,1222,22.6,.636,.602,.274,1.4,11.1,6.2,27.2,1.7,1.2,11.7,32.5,2.8,1.3,4.1,.161,6.3,-0.9,5.4,2.3,,curryst01
92,Andrew Nembhard,26,IND,PG,38,38,1217,15.8,.562,.372,.301,1.4,8.6,4.9,36.8,1.3,0.4,13.3,23.5,1.4,0.7,2.1,.082,1.0,-1.8,-0.8,0.4,,nembhan01
93,Cason Wallace,22,OKC,SG,46,36,1212,10.6,.528,.565,.110,3.4,8.7,6.2,9.7,3.7,0.9,11.3,13.0,0.2,2.5,2.7,.108,-2.7,3.1,0.4,0.7,,wallaca01
94,John Collins,28,LAC,PF,44,35,1208,15.9,.657,.361,.215,5.8,14.5,10.3,5.3,1.6,2.9,11.6,18.7,1.8,1.0,2.8,.112,0.2,-0.3,-0.2,0.6,,collijo01
95,Sion James,23,CHO,SG,49,18,1204,7.9,.540,.590,.316,2.6,13.1,8.0,10.2,1.1,1.3,13.6,10.8,0.7,0.9,1.6,.062,-3.2,0.4,-2.9,-0.3,,jamessi01
96,Bruce Brown,29,DEN,SG,49,2,1203,10.5,.537,.228,.228,5.6,13.0,9.4,11.9,2.0,1.0,13.6,14.3,0.6,1.0,1.6,.062,-2.8,-0.2,-3.0,-0.3,,brownbr01
97,Deandre Ayton,27,LAL,C,42,42,1190,18.6,.676,.000,.189,10.7,24.2,17.7,4.8,1.1,3.3,12.6,17.6,2.2,1.2,3.4,.137,0.0,-1.2,-1.1,0.3,,aytonde01
98,Kyshawn George,22,WAS,SF,38,38,1190,14.0,.563,.462,.214,3.3,16.3,9.8,24.0,1.8,2.6,17.4,22.5,0.2,0.7,0.9,.034,-0.7,-0.3,-1.0,0.3,,georgky01
99,Jimmy Butler,36,GSW,SF,38,38,1182,23.4,.646,.184,.621,8.1,11.6,9.8,24.1,2.2,0.6,9.3,23.1,4.7,1.3,6.0,.244,4.9,0.6,5.5,2.3,,butleji01
100,Stephon Castle,21,SAS,PG,38,38,1179,15.4,.552,.312,.498,4.1,13.1,8.7,32.4,2.0,0.8,18.7,25.1,0.6,1.6,2.2,.091,-0.6,0.7,0.1,0.6,,castlst01
101,Moses Moody,23,GSW,SG,48,37,1178,13.0,.589,.660,.188,3.9,10.6,7.2,8.5,1.8,2.3,8.5,17.7,1.1,1.3,2.4,.098,0.0,-0.1,-0.2,0.6,,moodymo01
102,Anfernee Simons,26,BOS,SG,48,0,1177,14.8,.574,.580,.129,2.3,8.5,5.4,14.3,1.2,0.5,8.6,23.3,1.8,0.8,2.6,.104,1.2,-1.4,-0.2,0.6,,simonan01
103,Santi Aldama,25,MEM,PF,42,10,1174,16.4,.573,.416,.236,6.0,19.3,12.7,16.1,1.5,2.3,9.5,20.0,1.4,1.5,2.9,.117,1.3,0.8,2.1,1.2,,aldamsa01
104,Kyle Kuzma,30,MIL,PF,44,20,1169,13.7,.572,.296,.299,3.8,16.5,10.2,13.5,1.2,1.7,12.2,21.1,0.5,0.9,1.4,.059,-1.7,-1.0,-2.7,-0.2,,kuzmaky01
105,Davion Mitchell,27,MIA,PG,40,40,1167,12.0,.557,.378,.141,1.4,7.7,4.5,31.7,1.9,0.4,17.2,13.5,1.3,1.1,2.5,.101,-1.7,0.6,-1.1,0.3,,mitchda01
