Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
425,Chris Youngblood,23,OKC,SG,30,0,148,10.6,.533,.900,.200,4.6,12.6,8.8,7.8,1.0,0.7,1.8,16.2,0.2,0.2,0.4,.131,-2.0,-0.8,-2.8,0.0,,youngch01
426,JD Davison,23,HOU,PG,21,0,146,9.0,.454,.538,.231,1.5,9.8,5.7,17.4,1.7,2.5,10.4,13.7,0.1,0.2,0.2,.072,-3.1,1.3,-1.8,0.0,,davisjd01
427,Keshad Johnson,24,MIA,SF,19,0,145,9.6,.486,.404,.288,9.2,15.6,12.4,0.9,1.6,2.5,10.7,18.3,-0.1,0.2,0.1,.031,-4.7,-0.9,-5.7,-0.1,,johnske10
428,Taelon Peter,23,IND,SG,22,0,139,7.2,.446,.925,.150,4.4,13.6,8.9,15.6,2.1,1.3,19.0,16.0,-0.2,0.1,-0.1,-0.023,-3.5,0.0,-3.5,-0.1,,peterta01
429,Grant Williams,27,CHO,PF,8,0,139,7.9,.434,.732,.220,5.9,15.8,11.0,7.6,1.8,1.3,10.0,15.1,-0.1,0.1,0.1,.019,-3.9,0.0,-3.9,-0.1,,willigr01
430,Jonathan Mogbo,24,TOR,PF,21,0,138,9.6,.497,.000,.179,9.6,20.6,15.0,9.4,1.1,2.9,16.6,11.2,0.0,0.2,0.2,.066,-4.4,-0.4,-4.7,-0.1,,mogbojo01
431,Andre Jackson Jr.,24,MIL,SG,21,0,132,6.6,.431,.657,.286,4.3,8.4,6.4,19.5,1.8,1.5,16.9,15.9,-0.1,0.1,0.0,-0.003,-5.8,-1.3,-7.0,-0.2,,jacksan01
432,Myron Gardner,24,MIA,SF,19,0,130,18.1,.590,.587,.239,11.8,16.6,14.2,15.5,2.5,2.7,3.8,16.4,0.4,0.2,0.6,.214,0.7,2.6,3.4,0.2,,gardnmy01
433,Pete Nance,25,MIL,PF,16,0,127,16.4,.683,.512,.000,6.3,14.9,10.6,7.0,2.3,2.3,12.8,16.4,0.2,0.1,0.3,.110,1.8,-0.3,1.6,0.1,,nancepe01
434,Jamal Cain,26,ORL,SF,18,0,126,7.7,.534,.486,.486,6.1,5.4,5.7,5.3,1.5,0.7,11.8,17.0,0.0,0.1,0.1,.046,-5.6,-1.6,-7.1,-0.2,,cainja01
435,Mason Plumlee,35,CHO,C,14,2,125,13.4,.752,.000,1.000,9.3,26.4,18.1,16.3,2.4,0.0,34.2,8.9,0.2,0.2,0.3,.130,-1.6,2.4,0.8,0.1,,plumlma01
436,Marcus Sasser,25,DET,PG,13,0,125,18.1,.612,.648,.204,0.9,10.5,5.7,26.3,2.7,1.6,12.0,22.0,0.3,0.2,0.5,.187,1.8,1.9,3.7,0.2,,sassema01
437,Drew Timme,25,LAL,PF,14,0,121,15.4,.665,.382,.088,7.0,11.3,9.2,16.4,2.0,0.0,12.4,14.4,0.3,0.1,0.3,.135,0.6,-0.6,-0.1,0.1,,timmedr01
438,Bradley Beal,32,LAC,SG,6,6,121,5.1,.476,.396,.167,2.0,2.8,2.4,12.4,1.2,0.0,14.9,22.2,-0.2,0.0,-0.2,-0.075,-6.6,-3.9,-10.5,-0.3,,bealbr01
439,Devin Carter,23,SAC,PG,14,0,119,9.9,.479,.512,.209,5.5,12.5,8.9,17.4,2.4,1.5,17.6,20.5,-0.1,0.1,-0.1,-0.023,-3.2,-0.5,-3.7,-0.1,,cartede02
440,Jordan McLaughlin,29,SAS,PG,20,0,117,12.1,.537,.528,.139,3.7,9.1,6.4,17.2,4.1,0.0,17.3,16.7,0.0,0.2,0.2,.085,-2.7,2.8,0.0,0.1,,mclaujo01
441,Dereck Lively II,21,DAL,C,7,4,115,15.0,.670,.000,.556,13.2,20.5,17.0,14.6,1.6,8.0,30.9,11.8,0.1,0.2,0.3,.142,-3.1,3.9,0.8,0.1,,livelde01
442,Anthony Gill,33,WAS,PF,23,0,114,14.4,.745,.269,.192,11.0,17.6,14.3,3.7,0.8,3.1,22.1,13.2,0.2,0.0,0.2,.082,-2.0,-2.1,-4.2,-0.1,,gillan01
443,Xavier Tillman Sr.,27,BOS,C,13,1,110,11.7,.517,.467,.000,10.1,15.0,12.6,6.0,2.7,1.8,14.3,13.7,0.0,0.2,0.2,.080,-1.8,0.8,-1.0,0.0,,tillmxa01
444,A.J. Lawson,25,TOR,SG,11,0,106,12.4,.545,.537,.220,7.3,16.1,11.6,3.9,1.8,2.8,8.2,19.7,0.1,0.1,0.2,.092,-2.1,-0.4,-2.6,0.0,,lawsoaj01
445,Luke Travers,24,CLE,SG,12,0,103,10.2,.350,.444,.250,9.4,16.0,12.6,10.8,3.2,3.6,7.0,17.3,-0.1,0.2,0.1,.024,-4.3,1.0,-3.3,0.0,,travelu01
446,Amari Williams,24,BOS,PF,12,2,103,10.0,.542,.000,.800,5.4,22.4,14.0,7.1,1.0,8.9,22.8,11.0,0.0,0.2,0.2,.075,-4.8,2.7,-2.1,0.0,,william01
447,Blake Wesley,22,POR,SG,6,0,98,12.7,.469,.294,.294,2.2,13.4,7.7,27.9,4.9,0.9,15.4,18.8,0.0,0.2,0.1,.069,-4.5,3.9,-0.7,0.0,,weslebl01
448,Leonard Miller,22,MIN,SF,19,0,95,12.2,.581,.364,.333,8.2,20.4,14.4,7.6,2.0,0.0,19.2,20.7,0.0,0.1,0.1,.054,-5.2,-0.5,-5.7,-0.1,,millele01
449,Chris Boucher,33,BOS,PF,9,0,94,7.8,.392,.600,.160,2.4,18.7,10.6,4.0,2.7,7.6,3.6,12.7,-0.1,0.2,0.1,.053,-5.8,2.4,-3.4,0.0,,bouchch01
450,Khaman Maluach,19,PHO,C,21,0,92,5.4,.512,.250,.500,7.1,16.0,11.5,4.2,0.5,7.2,29.1,15.7,-0.2,0.1,0.0,-0.019,-9.9,0.2,-9.7,-0.2,,maluakh01
451,Kam Jones,23,IND,SG,13,0,88,5.6,.364,.357,.071,3.5,7.6,5.5,17.6,1.6,0.0,9.4,15.3,-0.1,0.0,-0.1,-0.053,-5.2,-1.3,-6.5,-0.1,,joneska03
452,Alijah Martin,24,TOR,SG,10,0,88,11.8,.480,.423,.462,7.5,7.7,7.6,11.8,2.8,3.4,8.8,16.6,0.0,0.1,0.2,.087,-2.6,1.4,-1.2,0.0,,martial01
453,Adou Thiero,21,LAL,SF,15,0,87,8.1,.465,.056,.444,9.7,14.3,12.1,7.3,2.8,1.1,15.7,12.7,0.0,0.1,0.1,.041,-5.9,-0.1,-6.0,-0.1,,thierad01
454,Kevin McCullar Jr.,24,NYK,SF,12,0,87,11.5,.556,.609,.217,9.8,15.4,12.5,22.3,2.3,0.0,24.1,16.0,0.1,0.1,0.2,.087,-1.6,0.5,-1.1,0.0,,mcculke01
455,Obi Toppin,27,IND,PF,3,0,82,11.9,.526,.472,.250,3.8,23.1,13.1,9.5,1.7,0.0,13.1,23.6,-0.1,0.1,0.0,.010,-2.4,-0.4,-2.8,0.0,,toppiob01
456,Miles Kelly,23,DAL,PG,10,0,81,9.6,.518,.786,.000,5.4,12.7,9.1,10.1,1.7,0.0,9.7,16.1,0.0,0.1,0.1,.053,-4.4,-0.6,-5.0,-0.1,,kellymi02
457,Johnny Juzang,24,MIN,SG,19,0,75,13.7,.519,.629,.229,7.4,15.8,11.7,11.7,1.3,0.0,9.4,23.8,0.0,0.1,0.1,.062,-1.1,-1.7,-2.8,0.0,,juzanjo01
458,Lachlan Olbrich,22,CHI,C,11,0,74,1.6,.202,.444,.222,10.3,21.3,15.9,14.1,0.0,0.0,28.8,7.9,-0.1,0.0,0.0,-0.031,-8.8,-0.2,-9.0,-0.1,,olbrila01
459,Eric Gordon,37,PHI,SG,6,0,74,14.5,.754,.667,.095,1.5,1.5,1.5,5.9,2.6,1.2,12.1,14.2,0.1,0.1,0.2,.118,2.1,0.2,2.2,0.1,,gordoer01
460,Moritz Wagner,28,ORL,C,7,0,72,15.7,.563,.400,.300,3.0,23.4,13.1,6.7,2.0,0.0,9.9,29.4,0.0,0.1,0.1,.069,-1.2,-1.3,-2.5,0.0,,wagnemo01
461,Doug McDermott,34,SAC,SF,7,0,70,4.4,.522,1.000,.000,0.0,8.1,4.0,3.9,0.0,1.3,11.5,15.9,-0.1,0.0,-0.1,-0.055,-3.9,-3.3,-7.2,-0.1,,mcderdo01
462,Jalen Green,23,PHO,SG,5,2,70,20.0,.580,.565,.196,3.1,14.5,8.7,22.3,2.1,0.0,12.3,34.2,0.1,0.1,0.2,.103,4.3,-0.5,3.8,0.1,,greenja05
463,Javonte Cooke,26,POR,SG,11,0,69,4.5,.341,.556,.074,3.1,12.7,7.8,13.8,3.4,0.0,15.2,19.3,-0.2,0.1,-0.1,-0.082,-7.2,0.6,-6.6,-0.1,,cookeja01
464,Jeff Green,39,HOU,PF,16,0,68,12.1,.615,.692,.000,1.6,11.4,6.5,4.2,0.0,1.4,3.7,16.5,0.1,0.0,0.2,.127,0.6,-2.1,-1.5,0.0,,greenje02
465,Joe Ingles,38,MIN,SF,16,0,68,9.1,.635,.714,.286,0.0,7.9,4.0,22.7,4.9,0.0,43.2,8.6,0.0,0.1,0.1,.083,-3.9,4.3,0.4,0.0,,inglejo01
466,David Jones García,24,SAS,SF,11,0,68,21.2,.579,.200,.240,6.4,14.0,10.3,38.8,4.2,1.3,15.3,20.3,0.1,0.1,0.3,.202,2.6,3.6,6.2,0.1,,jonesda06
467,Elijah Harkless,25,UTA,SG,7,0,66,7.5,.568,.636,.818,3.3,6.8,5.0,9.4,2.9,0.0,16.7,11.3,0.0,0.0,0.0,.029,-4.7,1.5,-3.2,0.0,,harklej01
468,Bismack Biyombo,33,SAS,C,12,1,65,5.2,.654,.000,.333,3.4,8.1,5.8,5.7,2.2,1.4,30.4,6.4,0.0,0.1,0.1,.063,-5.4,1.7,-3.7,0.0,,biyombi01
469,Monte Morris,30,IND,PG,6,0,65,7.0,.414,.400,.200,1.6,10.3,5.8,19.4,0.7,1.3,8.4,15.4,-0.1,0.0,0.0,-0.018,-4.5,-1.4,-5.9,-0.1,,morrimo01
470,Drew Peterson,26,CHO,PF,6,0,64,0.6,.148,.750,.125,5.5,10.3,8.0,3.8,2.3,1.4,0.0,11.1,-0.2,0.1,-0.1,-0.090,-8.3,-1.8,-10.1,-0.1,,peterdr01
471,Bobi Klintman,22,DET,SF,8,0,60,3.0,.364,.500,.136,9.3,21.9,15.7,8.6,1.6,0.0,17.7,19.4,-0.2,0.1,-0.1,-0.064,-8.9,-1.9,-10.8,-0.1,,klintbo01
472,James Wiseman,24,IND,C,4,1,58,4.2,.597,.000,.200,8.9,5.8,7.4,7.2,0.0,1.5,31.5,11.5,0.0,0.0,0.0,-0.021,-8.0,-1.0,-8.9,-0.1,,wisemja01
473,Pacome Dadiet,20,NYK,SG,18,0,57,8.7,.372,.556,.444,1.9,19.6,10.5,16.5,1.7,0.0,0.0,7.9,0.0,0.1,0.1,.094,-3.5,2.2,-1.3,0.0,,dadiepa01
474,Antonio Reeves,25,CHO,SG,7,0,56,11.5,.656,.625,.000,2.1,7.9,5.0,5.0,0.9,0.0,0.0,12.0,0.1,0.0,0.1,.116,-0.1,0.3,0.2,0.0,,reevean01
475,Tolu Smith,25,DET,PF,5,0,55,23.3,.602,.000,1.000,20.3,35.8,28.1,9.5,1.7,9.0,15.6,19.1,0.1,0.1,0.3,.246,1.7,3.4,5.1,0.1,,smithto05
476,Cody Martin,30,IND,SF,4,0,55,3.0,.277,.500,.600,1.9,26.3,13.6,4.6,3.5,3.2,24.0,12.8,-0.2,0.1,-0.1,-0.093,-10.0,2.3,-7.8,-0.1,,martico01
477,Caleb Houstan,23,ATL,SF,10,0,49,11.5,.705,.800,.200,8.8,2.2,5.5,5.4,1.0,1.9,19.7,17.4,0.0,0.0,0.1,.068,-1.0,-2.8,-3.8,0.0,,houstca01
478,Matisse Thybulle,28,POR,SG,4,0,49,21.6,.850,.600,.400,0.0,8.9,4.4,8.6,9.7,0.0,7.8,10.6,0.2,0.1,0.3,.283,0.4,10.7,11.1,0.2,,thybuma01
479,Thanasis Antetokounmpo,33,MIL,SF,15,0,45,19.0,.612,.071,.643,7.6,9.9,8.8,3.3,6.5,6.4,14.3,20.6,0.0,0.1,0.1,.136,-2.8,4.1,1.2,0.0,,antetth01
480,Kyle Lowry,39,PHI,PG,6,0,45,3.6,.375,1.000,.000,0.0,7.5,3.7,19.3,1.1,0.0,20.0,9.4,0.0,0.0,0.0,-0.012,-6.4,-1.8,-8.2,-0.1,,lowryky01
481,Kobe Bufkin,22,LAL,SG,4,0,45,9.1,.505,.636,.182,2.7,10.1,6.5,5.7,1.1,6.3,7.8,12.4,0.0,0.0,0.0,.044,-2.8,-1.6,-4.4,0.0,,bufkiko01
482,Wendell Moore Jr.,24,DET,SG,3,0,43,7.7,.500,.167,.000,2.6,7.6,5.1,8.5,2.2,2.3,14.3,6.7,0.0,0.1,0.1,.075,-3.9,1.5,-2.4,0.0,,moorewe01
483,Trey Alexander,22,NOP,SG,5,0,42,13.6,.778,.333,.000,0.0,10.6,5.2,16.4,1.1,2.3,10.0,9.9,0.1,0.0,0.1,.127,0.4,0.2,0.6,0.0,,alexatr01
484,Johni Broome,23,PHI,C,8,0,41,2.4,.230,.150,.200,15.8,19.2,17.5,13.0,2.4,0.0,8.4,24.5,-0.2,0.1,-0.1,-0.171,-10.2,-5.0,-15.3,-0.1,,broomjo01
485,Dario Šarić,31,SAC,C,5,0,41,0.7,.363,.500,.333,2.7,13.9,8.2,5.9,0.0,0.0,22.5,9.3,-0.1,0.0,-0.1,-0.079,-6.8,-2.2,-9.0,-0.1,,saricda01
486,E.J. Liddell,25,BRK,PF,9,0,39,13.9,.594,.692,.231,8.5,18.8,13.4,0.0,1.3,0.0,0.0,16.1,0.1,0.0,0.1,.112,-0.1,-3.1,-3.2,0.0,,liddeej01
487,Trey Jemison,26,NYK,C,6,0,38,9.5,1.017,.000,.333,14.0,14.7,14.4,3.3,0.0,5.3,46.6,7.1,0.0,0.0,0.1,.088,-5.6,-0.7,-6.3,0.0,,jemistr01
488,Garrett Temple,39,TOR,SG,13,0,36,2.1,.254,.714,.286,0.0,12.6,6.2,13.1,4.1,2.7,27.6,12.9,-0.1,0.1,-0.1,-0.086,-9.1,2.1,-6.9,0.0,,templga01
489,Ron Harper Jr.,25,BOS,SF,7,0,35,12.4,.406,.750,.000,9.5,9.4,9.5,15.3,1.4,8.7,5.9,21.0,0.0,0.0,0.0,.051,-1.2,0.1,-1.1,0.0,,harpero02
490,Tyson Etienne,26,BRK,PG,8,0,34,-1.2,.400,.867,.000,0.0,0.0,0.0,4.4,0.0,0.0,6.3,20.6,-0.1,0.0,-0.1,-0.137,-8.8,-5.7,-14.5,-0.1,,etienty01
491,Mac McClung,27,IND,SG,3,0,34,13.1,.481,.556,.222,0.0,13.1,6.3,4.8,7.0,2.6,9.2,27.0,-0.1,0.1,0.0,.000,-5.7,6.2,0.5,0.0,,mccluma01
492,Emanuel Miller,25,CHI,PF,5,0,33,15.2,.540,.462,.154,3.3,6.4,4.9,17.1,2.9,0.0,0.0,17.8,0.1,0.0,0.1,.115,1.7,0.9,2.6,0.0,,milleem01
493,Jahmyl Telfort,24,LAC,PF,8,0,32,-5.4,.087,1.000,1.000,0.0,10.7,5.5,3.8,1.6,0.0,14.8,9.4,-0.1,0.0,-0.1,-0.169,-12.1,-1.8,-14.0,-0.1,,telfoja01
494,Sharife Cooper,24,WAS,PG,6,0,32,-0.1,.417,.500,.000,0.0,6.6,3.3,11.8,1.5,0.0,33.3,11.7,-0.1,0.0,-0.1,-0.120,-10.7,-2.8,-13.6,-0.1,,coopesh01
495,Seth Curry,35,GSW,SG,2,0,32,18.6,.778,.444,.000,3.4,10.4,6.9,14.1,3.0,0.0,0.0,11.8,0.1,0.0,0.2,.225,1.5,3.8,5.3,0.1,,curryse01
496,Curtis Jones,24,DEN,SG,6,0,31,1.4,.321,.643,.000,3.8,13.9,9.1,12.8,0.0,0.0,6.7,21.3,-0.1,0.0,-0.1,-0.141,-9.7,-5.9,-15.6,-0.1,,jonescu01
497,Charles Bassey,25,MEM,C,2,0,31,12.6,.376,.000,.375,24.0,27.2,25.6,8.5,1.5,3.0,9.7,13.7,0.0,0.1,0.1,.087,-3.0,-1.0,-4.1,0.0,,bassech01
498,Hunter Sallis,22,PHI,SG,7,0,26,2.0,.595,.000,.400,0.0,4.3,2.1,21.0,0.0,3.5,46.0,17.7,-0.1,0.0,-0.1,-0.146,-7.7,-3.0,-10.8,-0.1,,sallihu01
499,Mark Sears,23,MIL,PG,7,0,26,15.2,.666,.615,.615,4.4,4.3,4.3,12.4,0.0,0.0,19.5,34.9,0.0,0.0,0.0,.020,2.3,-4.6,-2.3,0.0,,searsma01
500,Jahmai Mashack,23,MEM,SG,7,0,25,0.7,.375,.750,.000,0.0,21.1,10.6,10.3,1.9,0.0,27.3,18.2,-0.1,0.0,-0.1,-0.142,-9.5,-0.9,-10.4,-0.1,,mashaja01
501,Orlando Robinson,25,ORL,C,4,1,25,14.7,.700,.400,.000,8.7,9.0,8.9,16.3,1.9,0.0,0.0,8.4,0.1,0.0,0.1,.191,0.6,0.5,1.0,0.0,,robinor01
502,Jahmir Young,25,MIA,PG,5,0,24,6.4,.455,.455,.000,0.0,8.6,4.3,22.6,1.9,0.0,15.4,21.9,0.0,0.0,0.0,-0.040,-6.5,-1.1,-7.5,0.0,,youngja05
503,DeAndre Jordan,37,NOP,C,2,1,23,18.3,.765,.000,.400,18.3,29.0,23.5,0.0,0.0,0.0,14.5,12.4,0.1,0.0,0.1,.142,2.0,-2.7,-0.7,0.0,,jordade01
504,TyTy Washington Jr.,24,LAC,PG,2,0,22,30.0,.778,.444,.000,0.0,5.2,2.7,25.1,4.6,4.3,0.0,18.2,0.1,0.0,0.1,.307,9.0,4.6,13.6,0.1,,washity02
505,Daeqwon Plowden,27,SAC,SG,2,0,21,2.5,.250,.625,.000,10.5,10.9,10.7,6.3,0.0,0.0,0.0,16.3,-0.1,0.0,-0.1,-0.139,-6.4,-4.2,-10.6,0.0,,plowdda01
506,Brandon Clarke,29,MEM,PF,2,2,20,12.3,.372,.000,.444,21.3,10.5,15.9,7.1,4.7,0.0,0.0,22.2,0.0,0.0,0.0,.063,-4.6,0.2,-4.4,0.0,,clarkbr01
507,Malevy Leons,26,GSW,SF,4,0,18,12.7,.436,.333,.333,12.1,37.0,24.4,7.5,2.7,0.0,12.7,18.4,0.0,0.0,0.0,.065,-3.1,0.5,-2.6,0.0,,leonsma01
508,Isaac Jones,25,2TM,PF,4,1,18,7.3,.512,.500,.500,12.2,0.0,6.2,7.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,.071,-6.2,-2.3,-8.5,0.0,,jonesis01
509,Isaac Jones,25,SAC,PF,3,1,17,5.7,.521,.500,1.000,12.9,0.0,6.6,7.4,0.0,0.0,0.0,7.3,0.0,0.0,0.0,.062,-6.4,-1.8,-8.3,0.0,,jonesis01
510,Isaac Jones,25,DET,PF,1,0,1,34.1,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2,0.0,0.0,0.0,.220,-2.6,-9.9,-12.5,0.0,,jonesis01
511,Jacob Toppin,25,ATL,SF,5,0,17,15.1,.667,.000,.000,0.0,6.5,3.2,8.9,0.0,5.3,0.0,14.8,0.0,0.0,0.0,.115,-0.3,0.3,0.0,0.0,,toppija01
512,Chris Livingston,22,CLE,SF,3,0,17,15.3,.605,.429,.143,0.0,19.3,9.6,8.9,2.8,0.0,0.0,18.1,0.0,0.0,0.1,.164,-4.8,2.0,-2.7,0.0,,livinch01
513,N'Faly Dante,24,ATL,C,4,0,15,12.4,.338,.000,.250,21.5,29.3,25.3,0.0,6.3,0.0,18.4,15.2,0.0,0.0,0.0,.040,-3.9,-1.1,-5.0,0.0,,nfalyda01
514,Oscar Tshiebwe,26,UTA,C,1,0,15,7.3,.225,.000,.250,14.4,29.7,21.9,8.3,3.1,0.0,0.0,12.3,0.0,0.0,0.0,-0.031,-4.0,-1.8,-5.8,0.0,,tshieos01
515,Chris Mañon,24,LAL,SG,4,0,14,7.3,.000,1.000,.000,8.6,16.2,12.5,0.0,3.5,13.5,0.0,3.1,0.0,0.0,0.0,.067,-5.6,5.0,-0.6,0.0,,manonch01
516,Chucky Hepburn,22,TOR,PG,2,0,13,-13.6,.000,.833,.000,0.0,8.7,4.3,17.6,3.8,0.0,14.3,23.0,-0.1,0.0,-0.1,-0.441,-20.9,-3.2,-24.1,-0.1,,hepbuch01
517,Patrick Baldwin Jr.,23,LAC,SF,2,0,12,23.8,1.025,.750,.500,0.0,9.5,4.9,0.0,0.0,0.0,17.0,21.8,0.1,0.0,0.1,.205,5.2,-0.5,4.8,0.0,,baldwpa01
518,Harrison Ingram,23,SAS,SF,3,0,11,20.5,.833,.333,.000,29.8,0.0,14.7,0.0,0.0,0.0,0.0,11.5,0.1,0.0,0.1,.280,7.5,-2.5,5.1,0.0,,ingraha01
519,Tosan Evbuomwan,24,NYK,SF,5,0,8,-0.3,.000,.000,.000,13.3,14.0,13.6,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,-0.032,-8.4,-3.2,-11.6,0.0,,evbuoto01
520,LJ Cryer,24,GSW,PG,3,0,8,14.0,.600,.800,.000,0.0,13.9,6.9,0.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,.062,-0.3,-2.1,-2.4,0.0,,cryerlj01
521,Riley Minix,25,SAS,SF,3,0,8,45.4,.750,.500,.000,13.6,13.2,13.4,33.5,6.0,0.0,0.0,31.7,0.1,0.0,0.1,.425,17.9,7.2,25.2,0.1,,minixri01
522,Koby Brea,23,PHO,SG,2,0,8,18.5,.515,.667,.667,0.0,14.1,6.9,33.9,0.0,0.0,0.0,20.4,0.0,0.0,0.0,.205,-0.5,-2.4,-2.9,0.0,,breako01
523,Isaiah Crawford,24,HOU,SF,3,0,7,-5.3,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-0.115,-10.1,-4.8,-14.9,0.0,,crawfis01
524,Colby Jones,23,DET,SG,1,0,7,13.0,.333,.667,.000,0.0,62.5,31.6,38.2,0.0,0.0,0.0,17.6,0.0,0.0,0.0,.123,-3.3,5.5,2.2,0.0,,jonesco02
525,Mo Bamba,27,TOR,C,2,0,6,-2.8,.000,.000,.000,18.4,18.9,18.7,0.0,0.0,16.5,0.0,14.2,0.0,0.0,0.0,-0.161,-19.0,-2.7,-21.7,0.0,,bambamo01
526,Noa Essengue,19,CHI,PF,2,0,6,-12.1,.000,.667,.000,0.0,0.0,0.0,0.0,7.9,0.0,0.0,21.1,-0.1,0.0,-0.1,-0.419,-20.5,-3.2,-23.7,0.0,,essenno01
527,Trentyn Flowers,20,CHI,SF,2,0,6,16.8,.667,.333,.000,18.2,0.0,8.9,29.8,0.0,0.0,25.0,28.2,0.0,0.0,0.0,.027,1.9,-2.9,-1.0,0.0,,flowetr01
528,Hunter Dickinson,25,NOP,C,1,0,5,-11.0,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,19.4,50.0,33.2,-0.1,0.0,-0.1,-0.521,-26.7,0.7,-26.0,0.0,,dickihu01
529,Dillon Jones,24,NYK,SF,1,0,4,28.7,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,.207,15.4,3.3,18.7,0.0,,jonesdi01
530,Skal Labissière,29,WAS,PF,1,0,4,-9.3,.000,1.000,.000,0.0,26.5,13.1,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,-0.230,-19.7,-5.8,-25.5,0.0,,labissk01
531,Isaiah Stevens,25,SAC,PG,1,0,4,38.8,1.136,,,0.0,0.0,0.0,29.5,12.1,0.0,0.0,9.4,0.0,0.0,0.0,.564,13.8,21.0,34.8,0.0,,steveis01
532,Vladislav Goldin,24,MIA,C,1,0,1,27.5,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,.392,17.7,26.4,44.1,0.0,,goldivl01
,League Average,,,,,,,,.580,.414,.266,5.2,14.8,10.0,16.2,1.7,1.9,12.2,19.9,,,,,,,,,,-9999